"";"Chemin";"Positions";"Distance"
"Vladivostok38";"Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";3703,99565096447
"Vladivostok39";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926";3703,99565096447
"ID4038";"Samara - ID18 - Kazan - Perm - ID40";"1761;-1926|1584;-1884|1718;-1775|2039;-1686|2380;-1670";1029,13346639776
"ID4039";"ID40 - Perm - Kazan - ID18 - Samara";"2380;-1670|2039;-1686|1718;-1775|1584;-1884|1761;-1926";1029,13346639776
"ID4138";"Samara - Omsk - ID41";"1761;-1926|2595;-1855|2517;-1715";997,279011257223
"ID4139";"ID41 - Omsk - Samara";"2517;-1715|2595;-1855|1761;-1926";997,279011257223
"Erevan";"Tbilissi - Erevan";"1418;-2379|1463;-2519";147,054411698527
"Erevan1";"Erevan - Tbilissi";"1463;-2519|1418;-2379";147,054411698527
"Bakou";"Tbilissi - Bakou";"1418;-2379|1644;-2518";265,324329830493
"Bakou1";"Bakou - Tbilissi";"1644;-2518|1418;-2379";265,324329830493
"Bakou2";"Erevan - Tbilissi - Bakou";"1463;-2519|1418;-2379|1644;-2518";412,37874152902
"Bakou3";"Bakou - Tbilissi - Erevan";"1644;-2518|1418;-2379|1463;-2519";412,37874152902
"Tashkent40";"ID24 - Tashkent";"2204;-2274|2403;-2574";360,00138888621
"Tashkent41";"Tashkent - ID24";"2403;-2574|2204;-2274";360,00138888621
"Perm40";"ID24 - Samara - ID18 - Kazan - Perm";"2204;-2274|1761;-1926|1584;-1884|1718;-1775|2039;-1686";1251,09923317058
"Perm41";"Perm - Kazan - ID18 - Samara - ID24";"2039;-1686|1718;-1775|1584;-1884|1761;-1926|2204;-2274";1251,09923317058
"Yekaterin...40";"ID24 - Samara - ID18 - Kazan - Perm - Yekaterin...";"2204;-2274|1761;-1926|1584;-1884|1718;-1775|2039;-1686|2172;-1733";1392,15950397707
"Yekaterin...41";"Yekaterin... - Perm - Kazan - ID18 - Samara - ID24";"2172;-1733|2039;-1686|1718;-1775|1584;-1884|1761;-1926|2204;-2274";1392,15950397707
"Omsk40";"ID24 - Samara - Omsk";"2204;-2274|1761;-1926|2595;-1855";1400,35765320721
"Omsk41";"Omsk - Samara - ID24";"2595;-1855|1761;-1926|2204;-2274";1400,35765320721
"Novosibirsk40";"ID24 - Samara - Omsk - Novosibirsk";"2204;-2274|1761;-1926|2595;-1855|2926;-1834";1732,02314734249
"Novosibirsk41";"Novosibirsk - Omsk - Samara - ID24";"2926;-1834|2595;-1855|1761;-1926|2204;-2274";1732,02314734249
"Irkustk40";"ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk";"2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026";2578,37962245514
"Irkustk41";"Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274";2578,37962245514
"ID3141";"ID24 - Samara - Omsk - Novosibirsk - ID31";"2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901";2418,30151651932
"ID3142";"ID31 - Novosibirsk - Omsk - Samara - ID24";"3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274";2418,30151651932
"ID3240";"ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";3078,98425687236
"ID3241";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274";3078,98425687236
"ID3340";"ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";3257,86130962089
"ID3341";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274";3257,86130962089
"ID3440";"ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";3514,18337265878
"ID3441";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274";3514,18337265878
"ID3540";"ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";3587,93972831712
"ID3541";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274";3587,93972831712
"ID3640";"ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";3807,86016847674
"ID3641";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274";3807,86016847674
"Khabarovsk40";"ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";3918,58505276207
"Khabarovsk41";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274";3918,58505276207
"ID3840";"ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";4014,18839998381
"ID3841";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274";4014,18839998381
"Vladivostok40";"ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";4267,33657793498
"Vladivostok41";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274";4267,33657793498
"ID4040";"ID24 - Samara - ID18 - Kazan - Perm - ID40";"2204;-2274|1761;-1926|1584;-1884|1718;-1775|2039;-1686|2380;-1670";1592,47439336828
"ID4041";"ID40 - Perm - Kazan - ID18 - Samara - ID24";"2380;-1670|2039;-1686|1718;-1775|1584;-1884|1761;-1926|2204;-2274";1592,47439336828
"ID4140";"ID24 - Samara - Omsk - ID41";"2204;-2274|1761;-1926|2595;-1855|2517;-1715";1560,61993822774
"ID4141";"ID41 - Omsk - Samara - ID24";"2517;-1715|2595;-1855|1761;-1926|2204;-2274";1560,61993822774
"Perm42";"Tashkent - ID24 - Samara - ID18 - Kazan - Perm";"2403;-2574|2204;-2274|1761;-1926|1584;-1884|1718;-1775|2039;-1686";1611,10062205679
"Perm43";"Perm - Kazan - ID18 - Samara - ID24 - Tashkent";"2039;-1686|1718;-1775|1584;-1884|1761;-1926|2204;-2274|2403;-2574";1611,10062205679
"Yekaterin...42";"Tashkent - ID24 - Samara - ID18 - Kazan - Perm - Yekaterin...";"2403;-2574|2204;-2274|1761;-1926|1584;-1884|1718;-1775|2039;-1686|2172;-1733";1752,16089286328
"Yekaterin...43";"Yekaterin... - Perm - Kazan - ID18 - Samara - ID24 - Tashkent";"2172;-1733|2039;-1686|1718;-1775|1584;-1884|1761;-1926|2204;-2274|2403;-2574";1752,16089286328
"Omsk42";"Tashkent - ID24 - Samara - Omsk";"2403;-2574|2204;-2274|1761;-1926|2595;-1855";1760,35904209342
"Omsk43";"Omsk - Samara - ID24 - Tashkent";"2595;-1855|1761;-1926|2204;-2274|2403;-2574";1760,35904209342
"Novosibirsk42";"Tashkent - ID24 - Samara - Omsk - Novosibirsk";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2926;-1834";2092,0245362287
"Novosibirsk43";"Novosibirsk - Omsk - Samara - ID24 - Tashkent";"2926;-1834|2595;-1855|1761;-1926|2204;-2274|2403;-2574";2092,0245362287
"Irkustk42";"Tashkent - ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026";2938,38101134135
"Irkustk43";"Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24 - Tashkent";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274|2403;-2574";2938,38101134135
"ID3143";"Tashkent - ID24 - Samara - Omsk - Novosibirsk - ID31";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901";2778,30290540553
"ID3144";"ID31 - Novosibirsk - Omsk - Samara - ID24 - Tashkent";"3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274|2403;-2574";2778,30290540553
"ID3242";"Tashkent - ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";3438,98564575857
"ID3243";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24 - Tashkent";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274|2403;-2574";3438,98564575857
"ID3342";"Tashkent - ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";3617,8626985071
"ID3343";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24 - Tashkent";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274|2403;-2574";3617,8626985071
"ID3442";"Tashkent - ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";3874,18476154499
"ID3443";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24 - Tashkent";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274|2403;-2574";3874,18476154499
"ID3542";"Tashkent - ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";3947,94111720333
"ID3543";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24 - Tashkent";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274|2403;-2574";3947,94111720333
"ID3642";"Tashkent - ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";4167,86155736295
"ID3643";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24 - Tashkent";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274|2403;-2574";4167,86155736295
"Khabarovsk42";"Tashkent - ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";4278,58644164828
"Khabarovsk43";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24 - Tashkent";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274|2403;-2574";4278,58644164828
"ID3842";"Tashkent - ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";4374,18978887002
"ID3843";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24 - Tashkent";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274|2403;-2574";4374,18978887002
"Vladivostok42";"Tashkent - ID24 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";4627,33796682119
"Vladivostok43";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID24 - Tashkent";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|2204;-2274|2403;-2574";4627,33796682119
"ID4042";"Tashkent - ID24 - Samara - ID18 - Kazan - Perm - ID40";"2403;-2574|2204;-2274|1761;-1926|1584;-1884|1718;-1775|2039;-1686|2380;-1670";1952,47578225449
"ID4043";"ID40 - Perm - Kazan - ID18 - Samara - ID24 - Tashkent";"2380;-1670|2039;-1686|1718;-1775|1584;-1884|1761;-1926|2204;-2274|2403;-2574";1952,47578225449
"ID4142";"Tashkent - ID24 - Samara - Omsk - ID41";"2403;-2574|2204;-2274|1761;-1926|2595;-1855|2517;-1715";1920,62132711395
"ID4143";"ID41 - Omsk - Samara - ID24 - Tashkent";"2517;-1715|2595;-1855|1761;-1926|2204;-2274|2403;-2574";1920,62132711395
"Yekaterin...44";"Perm - Yekaterin...";"2039;-1686|2172;-1733";141,060270806489
"Yekaterin...45";"Yekaterin... - Perm";"2172;-1733|2039;-1686";141,060270806489
"Omsk44";"Perm - Yekaterin... - Omsk";"2039;-1686|2172;-1733|2595;-1855";581,30224972263
"Omsk45";"Omsk - Yekaterin... - Perm";"2595;-1855|2172;-1733|2039;-1686";581,30224972263
"Novosibirsk44";"Perm - Yekaterin... - Omsk - Novosibirsk";"2039;-1686|2172;-1733|2595;-1855|2926;-1834";912,967743857911
"Novosibirsk45";"Novosibirsk - Omsk - Yekaterin... - Perm";"2926;-1834|2595;-1855|2172;-1733|2039;-1686";912,967743857911
"Irkustk44";"Perm - Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk";"2039;-1686|2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026";1759,32421897056
"Irkustk45";"Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin... - Perm";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733|2039;-1686";1759,32421897056
"ID3145";"Perm - Yekaterin... - Omsk - Novosibirsk - ID31";"2039;-1686|2172;-1733|2595;-1855|2926;-1834|3609;-1901";1599,24611303473
"ID3146";"ID31 - Novosibirsk - Omsk - Yekaterin... - Perm";"3609;-1901|2926;-1834|2595;-1855|2172;-1733|2039;-1686";1599,24611303473
"ID3244";"Perm - Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"2039;-1686|2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";2259,92885338778
"ID3245";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin... - Perm";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733|2039;-1686";2259,92885338778
"ID3344";"Perm - Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"2039;-1686|2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";2438,80590613631
"ID3345";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin... - Perm";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733|2039;-1686";2438,80590613631
"ID3444";"Perm - Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"2039;-1686|2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";2695,1279691742
"ID3445";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin... - Perm";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733|2039;-1686";2695,1279691742
"ID3544";"Perm - Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"2039;-1686|2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";2768,88432483254
"ID3545";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin... - Perm";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733|2039;-1686";2768,88432483254
"ID3644";"Perm - Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"2039;-1686|2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";2988,80476499216
"ID3645";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin... - Perm";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733|2039;-1686";2988,80476499216
"Khabarovsk44";"Perm - Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"2039;-1686|2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";3099,52964927749
"Khabarovsk45";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin... - Perm";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733|2039;-1686";3099,52964927749
"ID3844";"Perm - Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"2039;-1686|2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";3195,13299649922
"ID3845";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin... - Perm";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733|2039;-1686";3195,13299649922
"Vladivostok44";"Perm - Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"2039;-1686|2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";3448,2811744504
"Vladivostok45";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin... - Perm";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733|2039;-1686";3448,2811744504
"ID4044";"Perm - ID40";"2039;-1686|2380;-1670";341,375160197692
"ID4045";"ID40 - Perm";"2380;-1670|2039;-1686";341,375160197692
"ID4144";"Perm - ID40 - ID41";"2039;-1686|2380;-1670|2517;-1715";485,576408458586
"ID4145";"ID41 - ID40 - Perm";"2517;-1715|2380;-1670|2039;-1686";485,576408458586
"Omsk46";"Yekaterin... - Omsk";"2172;-1733|2595;-1855";440,241978916141
"Omsk47";"Omsk - Yekaterin...";"2595;-1855|2172;-1733";440,241978916141
"Novosibirsk46";"Yekaterin... - Omsk - Novosibirsk";"2172;-1733|2595;-1855|2926;-1834";771,907473051422
"Novosibirsk47";"Novosibirsk - Omsk - Yekaterin...";"2926;-1834|2595;-1855|2172;-1733";771,907473051422
"Irkustk46";"Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk";"2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026";1618,26394816407
"Irkustk47";"Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin...";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733";1618,26394816407
"ID3147";"Yekaterin... - Omsk - Novosibirsk - ID31";"2172;-1733|2595;-1855|2926;-1834|3609;-1901";1458,18584222825
"ID3148";"ID31 - Novosibirsk - Omsk - Yekaterin...";"3609;-1901|2926;-1834|2595;-1855|2172;-1733";1458,18584222825
"ID3246";"Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";2118,86858258129
"ID3247";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin...";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733";2118,86858258129
"ID3346";"Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";2297,74563532982
"ID3347";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin...";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733";2297,74563532982
"ID3446";"Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";2554,06769836771
"ID3447";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin...";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733";2554,06769836771
"ID3546";"Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";2627,82405402605
"ID3547";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin...";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733";2627,82405402605
"ID3646";"Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";2847,74449418567
"ID3647";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin...";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733";2847,74449418567
"Khabarovsk46";"Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";2958,469378471
"Khabarovsk47";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin...";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733";2958,469378471
"ID3846";"Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";3054,07272569274
